date,keyword,value,geo
2026-07-17,DJI Osmo Pocket 4,37,ES
2026-07-18,DJI Osmo Pocket 4,39,ES
2026-07-19,DJI Osmo Pocket 4,25,ES
2026-07-13,Pocket 4,89,ES
2026-07-14,Pocket 4,70,ES
2026-07-15,Pocket 4,75,ES
2026-07-16,Pocket 4,80,ES
2026-07-17,Pocket 4,86,ES
2026-07-18,Pocket 4,100,ES
2026-07-19,Pocket 4,65,ES
2026-07-13,Luna Ultra,21,GB
2026-07-14,Luna Ultra,20,GB
2026-07-15,Luna Ultra,16,GB
2026-07-16,Luna Ultra,22,GB
2026-07-17,Luna Ultra,16,GB
2026-07-18,Luna Ultra,15,GB
2026-07-19,Luna Ultra,17,GB
2026-07-13,Insta360 Luna,12,GB
2026-07-14,Insta360 Luna,11,GB
2026-07-15,Insta360 Luna,11,GB
2026-07-16,Insta360 Luna,13,GB
2026-07-17,Insta360 Luna,10,GB
2026-07-18,Insta360 Luna,8,GB
2026-07-19,Insta360 Luna,12,GB
2026-07-13,DJI Osmo Pocket 4,40,GB
2026-07-14,DJI Osmo Pocket 4,42,GB
2026-07-15,DJI Osmo Pocket 4,40,GB
2026-07-16,DJI Osmo Pocket 4,42,GB
2026-07-17,DJI Osmo Pocket 4,40,GB
2026-07-18,DJI Osmo Pocket 4,40,GB
2026-07-19,DJI Osmo Pocket 4,50,GB
2026-07-13,Pocket 4,93,GB
2026-07-14,Pocket 4,93,GB
2026-07-15,Pocket 4,89,GB
2026-07-16,Pocket 4,92,GB
2026-07-17,Pocket 4,85,GB
2026-07-18,Pocket 4,90,GB
2026-07-19,Pocket 4,100,GB
