date,keyword,value,geo
2026-09-13,Luna Ultra,10,FR
2026-09-07,Insta360 Luna,6,FR
2026-09-08,Insta360 Luna,4,FR
2026-09-09,Insta360 Luna,5,FR
2026-09-10,Insta360 Luna,9,FR
2026-09-11,Insta360 Luna,9,FR
2026-09-12,Insta360 Luna,5,FR
2026-09-13,Insta360 Luna,7,FR
2026-09-07,DJI Osmo Pocket 4,31,FR
2026-09-08,DJI Osmo Pocket 4,29,FR
2026-09-09,DJI Osmo Pocket 4,30,FR
2026-09-10,DJI Osmo Pocket 4,31,FR
2026-09-11,DJI Osmo Pocket 4,35,FR
2026-09-12,DJI Osmo Pocket 4,38,FR
2026-09-13,DJI Osmo Pocket 4,34,FR
2026-09-07,Pocket 4,84,FR
2026-09-08,Pocket 4,85,FR
2026-09-09,Pocket 4,89,FR
2026-09-10,Pocket 4,88,FR
2026-09-11,Pocket 4,86,FR
2026-09-12,Pocket 4,100,FR
2026-09-13,Pocket 4,94,FR
2026-09-07,Luna Ultra,22,ES
2026-09-08,Luna Ultra,23,ES
2026-09-09,Luna Ultra,25,ES
2026-09-10,Luna Ultra,28,ES
2026-09-11,Luna Ultra,19,ES
2026-09-12,Luna Ultra,26,ES
2026-09-13,Luna Ultra,24,ES
2026-09-07,Insta360 Luna,8,ES
2026-09-08,Insta360 Luna,9,ES
2026-09-09,Insta360 Luna,6,ES
2026-09-10,Insta360 Luna,14,ES
2026-09-11,Insta360 Luna,9,ES
2026-09-12,Insta360 Luna,10,ES
2026-09-13,Insta360 Luna,13,ES
2026-09-07,DJI Osmo Pocket 4,34,ES
2026-09-08,DJI Osmo Pocket 4,33,ES
2026-09-09,DJI Osmo Pocket 4,39,ES
2026-09-10,DJI Osmo Pocket 4,32,ES
2026-09-11,DJI Osmo Pocket 4,32,ES
2026-09-12,DJI Osmo Pocket 4,36,ES
2026-09-13,DJI Osmo Pocket 4,34,ES
2026-09-07,Pocket 4,100,ES
2026-09-08,Pocket 4,80,ES
2026-09-09,Pocket 4,99,ES
2026-09-10,Pocket 4,91,ES
2026-09-11,Pocket 4,78,ES
2026-09-12,Pocket 4,90,ES
2026-09-13,Pocket 4,84,ES
2026-09-07,Luna Ultra,16,GB
2026-09-08,Luna Ultra,16,GB
2026-09-09,Luna Ultra,12,GB
2026-09-10,Luna Ultra,14,GB
2026-09-11,Luna Ultra,12,GB
2026-09-12,Luna Ultra,10,GB
2026-09-13,Luna Ultra,12,GB
2026-09-07,Insta360 Luna,10,GB
2026-09-08,Insta360 Luna,9,GB
2026-09-09,Insta360 Luna,7,GB
2026-09-10,Insta360 Luna,11,GB
2026-09-11,Insta360 Luna,7,GB
2026-09-12,Insta360 Luna,6,GB
2026-09-13,Insta360 Luna,9,GB
2026-09-07,DJI Osmo Pocket 4,46,GB
2026-09-08,DJI Osmo Pocket 4,42,GB
2026-09-09,DJI Osmo Pocket 4,38,GB
2026-09-10,DJI Osmo Pocket 4,28,GB
2026-09-11,DJI Osmo Pocket 4,30,GB
2026-09-12,DJI Osmo Pocket 4,27,GB
2026-09-13,DJI Osmo Pocket 4,35,GB
2026-09-07,Pocket 4,100,GB
2026-09-08,Pocket 4,90,GB
2026-09-09,Pocket 4,84,GB
2026-09-10,Pocket 4,83,GB
2026-09-11,Pocket 4,76,GB
2026-09-12,Pocket 4,66,GB
2026-09-13,Pocket 4,78,GB
