date,keyword,value,geo
2026-08-27,Luna Ultra,39,ES
2026-08-28,Luna Ultra,32,ES
2026-08-29,Luna Ultra,37,ES
2026-08-30,Luna Ultra,43,ES
2026-08-24,Insta360 Luna,10,ES
2026-08-25,Insta360 Luna,13,ES
2026-08-26,Insta360 Luna,11,ES
2026-08-27,Insta360 Luna,17,ES
2026-08-28,Insta360 Luna,5,ES
2026-08-29,Insta360 Luna,6,ES
2026-08-30,Insta360 Luna,13,ES
2026-08-24,DJI Osmo Pocket 4,37,ES
2026-08-25,DJI Osmo Pocket 4,46,ES
2026-08-26,DJI Osmo Pocket 4,38,ES
2026-08-27,DJI Osmo Pocket 4,37,ES
2026-08-28,DJI Osmo Pocket 4,36,ES
2026-08-29,DJI Osmo Pocket 4,43,ES
2026-08-30,DJI Osmo Pocket 4,40,ES
2026-08-24,Pocket 4,98,ES
2026-08-25,Pocket 4,99,ES
2026-08-26,Pocket 4,90,ES
2026-08-27,Pocket 4,97,ES
2026-08-28,Pocket 4,79,ES
2026-08-29,Pocket 4,100,ES
2026-08-30,Pocket 4,100,ES
2026-08-24,Luna Ultra,11,GB
2026-08-25,Luna Ultra,13,GB
2026-08-26,Luna Ultra,11,GB
2026-08-27,Luna Ultra,12,GB
2026-08-28,Luna Ultra,11,GB
2026-08-29,Luna Ultra,11,GB
2026-08-30,Luna Ultra,12,GB
2026-08-24,Insta360 Luna,6,GB
2026-08-25,Insta360 Luna,7,GB
2026-08-26,Insta360 Luna,6,GB
2026-08-27,Insta360 Luna,8,GB
2026-08-28,Insta360 Luna,6,GB
2026-08-29,Insta360 Luna,5,GB
2026-08-30,Insta360 Luna,6,GB
2026-08-24,DJI Osmo Pocket 4,29,GB
2026-08-25,DJI Osmo Pocket 4,47,GB
2026-08-26,DJI Osmo Pocket 4,39,GB
2026-08-27,DJI Osmo Pocket 4,34,GB
2026-08-28,DJI Osmo Pocket 4,35,GB
2026-08-29,DJI Osmo Pocket 4,42,GB
2026-08-30,DJI Osmo Pocket 4,42,GB
2026-08-24,Pocket 4,68,GB
2026-08-25,Pocket 4,92,GB
2026-08-26,Pocket 4,81,GB
2026-08-27,Pocket 4,77,GB
2026-08-28,Pocket 4,76,GB
2026-08-29,Pocket 4,89,GB
2026-08-30,Pocket 4,100,GB
